   1   1   1831.2320
   1   2    319.3575
   1   3    663.1138
   1   4    418.8017
   1   5    429.9590
   2   1   1831.2320
   2   2    319.3575
   2   3    663.1138
   2   4    418.8017
   2   5    429.9590
   3   1   2033.4614
   3   2    356.0512
   3   3    586.5663
   3   4    527.9590
   3   5    562.8848
   4   1   2033.4614
   4   2    356.0512
   4   3    586.5663
   4   4    527.9590
   4   5    562.8848
   5   1   2698.1449
   5   2    430.7751
   5   3    852.8779
   5   4    485.9567
   5   5    928.5353
   6   1   2698.1449
   6   2    430.7751
   6   3    852.8779
   6   4    485.9567
   6   5    928.5353
   7   1   1492.0572
   7   2    246.0598
   7   3    445.4565
   7   4    279.2453
   7   5    521.2956
   8   1   1492.0572
   8   2    246.0598
   8   3    445.4565
   8   4    279.2453
   8   5    521.2956
   9   1    544.6873
   9   2    108.7928
   9   3    193.6132
   9   4     96.1479
   9   5    146.1334
  10   1    544.6873
  10   2    108.7928
  10   3    193.6132
  10   4     96.1479
  10   5    146.1334
  11   1   8593.3957
  11   2   1602.5971
  11   3   2841.6349
  11   4   1770.2479
  11   5   2378.9158
  12   1   8593.3957
  12   2   1602.5971
  12   3   2841.6349
  12   4   1770.2479
  12   5   2378.9158
  13   1    444.1719
  13   2    104.4196
  13   3    170.7702
  13   4     52.3548
  13   5    116.6273
  14   1    444.1719
  14   2    104.4196
  14   3    170.7702
  14   4     52.3548
  14   5    116.6273
  15   1   3581.3398
  15   2    637.1348
  15   3   1365.5063
  15   4    824.8892
  15   5    753.8095
  16   1   3581.3398
  16   2    637.1348
  16   3   1365.5063
  16   4    824.8892
  16   5    753.8095
  17   1    586.4157
  17   2     91.0576
  17   3    277.8994
  17   4    109.8253
  17   5    107.6334
  18   1    586.4157
  18   2     91.0576
  18   3    277.8994
  18   4    109.8253
  18   5    107.6334
  19   1  12007.1390
  19   2   2500.4582
  19   3   4646.9522
  19   4   2608.4395
  19   5   2251.2891
  20   1  12007.1390
  20   2   2500.4582
  20   3   4646.9522
  20   4   2608.4395
  20   5   2251.2891
  21   1   4184.8915
  21   2    558.9020
  21   3   1877.4439
  21   4   1088.3523
  21   5    660.1934
  22   1   4184.8915
  22   2    558.9020
  22   3   1877.4439
  22   4   1088.3523
  22   5    660.1934
  23   1   6072.6549
  23   2    989.0630
  23   3   1931.6573
  23   4   1371.2084
  23   5   1780.7261
  24   1   6072.6549
  24   2    989.0630
  24   3   1931.6573
  24   4   1371.2084
  24   5   1780.7261
  25   1  16271.3427
  25   2   3346.0406
  25   3   5825.6090
  25   4   4073.6872
  25   5   3026.0059
  26   1   7311.0353
  26   2   2068.8053
  26   3   2815.2345
  26   4   1236.0713
  26   5   1190.9241
  27   1  17171.2371
  27   2   3312.1309
  27   3   6205.1677
  27   4   4112.6843
  27   5   3541.2541
  28   1  16247.7644
  28   2   4005.9970
  28   3   5651.2354
  28   4   3495.0934
  28   5   3095.4386
  29   1   7217.9184
  29   2   1009.2792
  29   3   2897.4458
  29   4   2153.7973
  29   5   1157.3960
  30   1  17287.9322
  30   2   3711.7006
  30   3   6297.3300
  30   4   3773.5521
  30   5   3505.3495
  31   1   2336.0345
  31   2    335.5482
  31   3   1101.0434
  31   4    604.5108
  31   5    294.9321
  32   1   7866.9744
  32   2   1862.6893
  32   3   2730.7196
  32   4   1844.9340
  32   5   1428.6316
  33   1   9150.1585
  33   2   1770.4089
  33   3   3385.0634
  33   4   2183.9087
  33   5   1810.7775
  34   1   2086.6968
  34   2    497.9452
  34   3    965.2538
  34   4    440.4973
  34   5    183.0005
  35   1   8025.9858
  35   2   1513.6103
  35   3   2713.6685
  35   4   2098.2653
  35   5   1700.4418
  36   1   9240.4848
  36   2   1957.0909
  36   3   3537.9041
  36   4   2094.5909
  36   5   1650.8989
  37   1   5288.8462
  37   2    712.3230
  37   3   1455.5032
  37   4   1745.8603
  37   5   1375.1597
  38   1   6976.4929
  38   2   2057.4312
  38   3   1864.2782
  38   4   1207.8284
  38   5   1846.9551
  39   1   4637.8462
  39   2    639.0047
  39   3   1363.2327
  39   4   1355.1133
  39   5   1280.4955
  40   1   5365.3944
  40   2   1513.8210
  40   3   1400.8824
  40   4    978.4799
  40   5   1472.2111
  41   1   6650.7631
  41   2    698.7684
  41   3   1891.9716
  41   4   2323.0981
  41   5   1736.9251
  42   1   4887.0278
  42   2   1196.1695
  42   3   1390.1601
  42   4   1007.2240
  42   5   1293.4742
  43   1  14872.8397
  43   2   2186.1057
  43   3   5945.5592
  43   4   3564.9180
  43   5   3176.2567
  44   1   3397.3169
  44   2    728.9308
  44   3   1224.5771
  44   4    765.3576
  44   5    678.4514
  45   1  13638.4461
  45   2   2119.2435
  45   3   5765.2813
  45   4   3167.9977
  45   5   2585.9236
  46   1  14458.4364
  46   2   2377.9411
  46   3   6106.1852
  46   4   3307.7548
  46   5   2666.5553
  47   1   3205.9987
  47   2    392.2954
  47   3   1134.2053
  47   4    864.9934
  47   5    814.5045
  48   1  14244.1675
  48   2   2264.0435
  48   3   5695.0271
  48   4   3325.5250
  48   5   2959.5719
  49   1   8001.3256
  49   2   1306.2347
  49   3   2990.9151
  49   4   1867.4301
  49   5   1836.7456
  50   1   2003.6208
  50   2    396.7274
  50   3    699.8203
  50   4    516.1504
  50   5    390.9228
  51   1  10936.3247
  51   2   1753.9768
  51   3   4026.1158
  51   4   2607.6903
  51   5   2548.5418
  52   1  11628.7699
  52   2   2456.1214
  52   3   4388.6488
  52   4   2561.2883
  52   5   2222.7114
  53   1   6017.0017
  53   2   1098.3111
  53   3   2192.8838
  53   4   1497.3204
  53   5   1228.4863
  54   1   2994.9007
  54   2    519.0861
  54   3   1072.1575
  54   4    758.5424
  54   5    645.1147
  55   1  12570.9443
  55   2   2577.9119
  55   3   4683.1219
  55   4   2563.7937
  55   5   2746.1167
  56   1  10987.1943
  56   2   1717.7512
  56   3   4157.3368
  56   4   2732.9026
  56   5   2379.2037
  57   1  11662.1506
  57   2   2300.6771
  57   3   4112.7398
  57   4   3358.0300
  57   5   1890.7038
  58   1  11729.2746
  58   2   2800.6297
  58   3   3471.4132
  58   4   2415.7455
  58   5   3041.4862
  59   1  16142.7236
  59   2   2884.5871
  59   3   5447.1903
  59   4   3990.1024
  59   5   3820.8438
  60   1  17015.9855
  60   2   3282.1089
  60   3   5310.3981
  60   4   3852.0919
  60   5   4571.3866
  61   1   5764.4751
  61   2   1184.2240
  61   3   1842.6616
  61   4   1434.2338
  61   5   1303.3557
  62   1  16753.6882
  62   2   3519.5610
  62   3   5878.2835
  62   4   4477.5522
  62   5   2878.2915
  63   1   8122.9058
  63   2   2317.3576
  63   3   2593.5099
  63   4   1293.5806
  63   5   1918.4578
  64   1   3140.2696
  64   2    452.6781
  64   3   1025.6234
  64   4    967.4484
  64   5    694.5196
  65   1   5453.4390
  65   2    583.4913
  65   3   1756.6147
  65   4   2209.5185
  65   5    903.8146
  66   1   7668.2749
  66   2    909.1528
  66   3   2470.2203
  66   4   3059.9981
  66   5   1228.9037
  67   1   2807.5910
  67   2    640.5834
  67   3    871.5990
  67   4    579.9583
  67   5    715.4502
  68   1   6240.7486
  68   2   1803.7909
  68   3   2033.9286
  68   4    830.5911
  68   5   1572.4380
  69   1   8443.6966
  69   2   1766.2400
  69   3   2824.8323
  69   4   2090.4612
  69   5   1762.1632
  70   1   6269.2379
  70   2    911.3967
  70   3   2136.8076
  70   4   1764.3217
  70   5   1456.7119
  71   1  13901.5020
  71   2   3276.4273
  71   3   4605.9714
  71   4   2791.7329
  71   5   3227.3704
  72   1   8062.9474
  72   2   1669.2021
  72   3   2822.3943
  72   4   1786.3981
  72   5   1784.9529
  73   1   7348.7376
  73   2   2091.1713
  73   3   2458.9566
  73   4   1256.0672
  73   5   1542.5425
  74   1  13202.7515
  74   2   2193.6907
  74   3   4286.2604
  74   4   3604.0505
  74   5   3118.7500
  75   1  12238.4592
  75   2   2567.4089
  75   3   4194.4015
  75   4   2920.7140
  75   5   2555.9349
  76   1   9319.7336
  76   2   1593.8879
  76   3   3064.7021
  76   4   2378.1103
  76   5   2283.0333
  77   1   3948.2819
  77   2    788.5827
  77   3   1327.8616
  77   4    971.0901
  77   5    860.7474
  78   1  12453.2954
  78   2   2317.4237
  78   3   4161.8772
  78   4   3130.1593
  78   5   2843.8352
  79   1  10037.2549
  79   2   2072.4063
  79   3   3411.9759
  79   4   2338.6018
  79   5   2214.2709
  80   1   3015.9243
  80   2    560.0495
  80   3   1013.1121
  80   4    801.1533
  80   5    641.6094
  81   1   9913.9118
  81   2   1828.4809
  81   3   4034.1114
  81   4   2252.1113
  81   5   1799.2083
  82   1   3804.1834
  82   2    611.9981
  82   3   1669.3760
  82   4    929.3598
  82   5    593.4494
  83   1   6524.1566
  83   2    766.6502
  83   3   2633.5583
  83   4   1587.4924
  83   5   1536.4558
  84   1  10234.2920
  84   2   1382.1080
  84   3   4300.4357
  84   4   2599.6152
  84   5   1952.1331
  85   1   3296.9347
  85   2    565.3169
  85   3   1417.4938
  85   4    808.1987
  85   5    505.9254
  86   1   6711.0250
  86   2   1259.7043
  86   3   2619.1162
  86   4   1361.1496
  86   5   1471.0549
  87   1  14467.9613
  87   2   3327.5264
  87   3   5451.4846
  87   4   2557.0446
  87   5   3131.9057
  88   1  11797.0215
  88   2   2259.2029
  88   3   4271.1996
  88   4   2646.3204
  88   5   2620.2986
  89   1  13285.7675
  89   2   1587.7722
  89   3   4837.6851
  89   4   3561.6371
  89   5   3298.6731
  90   1   9683.6289
  90   2   1661.9922
  90   3   3976.9282
  90   4   2108.7263
  90   5   1935.9822
  91   1  13100.4946
  91   2   1410.4231
  91   3   4878.5754
  91   4   3534.6322
  91   5   3276.8639
  92   1  10572.5184
  92   2   1602.2994
  92   3   4315.8988
  92   4   2299.8139
  92   5   2354.5063
  93   1  14327.8230
  93   2   3625.3506
  93   3   5089.4595
  93   4   2714.3007
  93   5   2898.7122
  94   1  11233.5432
  94   2   2198.4205
  94   3   4253.3638
  94   4   2324.9817
  94   5   2456.7772
  95   1   5737.3218
  95   2    762.4484
  95   3   2216.5996
  95   4   1556.6174
  95   5   1201.6563
  96   1   6284.9464
  96   2   1656.7129
  96   3   2523.8392
  96   4   1122.1427
  96   5    982.2516
  97   1    908.2887
  97   2    181.2188
  97   3    339.3681
  97   4    249.6434
  97   5    138.0584
  98   1   5936.5541
  98   2   1550.0446
  98   3   2432.2747
  98   4   1128.2782
  98   5    825.9566
  99   1   6235.9258
  99   2    803.0432
  99   3   2350.7937
  99   4   1656.0532
  99   5   1426.0357
 100   1    758.0770
 100   2    247.2923
 100   3    296.7386
 100   4    144.0721
 100   5     69.9740
 101   1  10715.0967
 101   2   2332.8848
 101   3   4021.8373
 101   4   2189.5267
 101   5   2170.8479
 102   1   7810.6907
 102   2   1574.6973
 102   3   2513.1307
 102   4   2113.1155
 102   5   1609.7472
 103   1  16474.2625
 103   2   2809.2780
 103   3   5754.1954
 103   4   4061.3769
 103   5   3849.4122
 104   1  10297.3375
 104   2   1683.3253
 104   3   3798.6288
 104   4   2592.2864
 104   5   2223.0970
 105   1   7388.1451
 105   2   1557.9829
 105   3   2401.3094
 105   4   1838.5701
 105   5   1590.2827
 106   1  17314.5673
 106   2   3475.5520
 106   3   6089.2252
 106   4   3933.1626
 106   5   3816.6276
 107   1   2174.2506
 107   2    300.1826
 107   3    726.6033
 107   4    639.5016
 107   5    507.9631
 108   1   2633.8127
 108   2    473.0017
 108   3    843.5826
 108   4    795.3334
 108   5    521.8950
 109   1   3619.1782
 109   2   1141.6276
