   1   1  52911.5334
   1   2   8647.6915
   1   3  16793.7617
   1   4  11391.4066
   1   5  16078.6736
   2   1    452.3602
   2   2     82.8290
   2   3    141.7611
   2   4     94.0037
   2   5    133.7664
   3   1    447.6398
   3   2     81.4310
   3   3    140.6789
   3   4     92.9563
   3   5    132.5736
   4   1  52906.8130
   4   2   8646.2935
   4   3  16792.6795
   4   4  11390.3592
   4   5  16077.4808
   5   1   7051.5618
   5   2   1537.0743
   5   3   1725.4384
   5   4   1558.9184
   5   5   2230.1308
   6   1   2744.0279
   6   2    522.4911
   6   3    855.8849
   6   4    569.7708
   6   5    795.8811
   7   1  48599.2791
   7   2   7631.7103
   7   3  15923.1261
   7   4  10401.2116
   7   5  14643.2311
   8   1   5139.2909
   8   2    890.4784
   8   3   1643.2246
   8   4   1101.5765
   8   5   1504.0113
   9   1   4389.1132
   9   2    842.8803
   9   3   1350.6080
   9   4    881.8358
   9   5   1313.7891
  10   1  47849.1014
  10   2   7584.1122
  10   3  15630.5095
  10   4  10181.4709
  10   5  14453.0088
  11   1   8985.0147
  11   2   1364.3347
  11   3   2905.9956
  11   4   1989.7179
  11   5   2724.9664
  12   1   6125.0356
  12   2   1274.0348
  12   3   1873.2466
  12   4   1202.5220
  12   5   1775.2322
  13   1  44989.1224
  13   2   7493.8123
  13   3  14597.7605
  13   4   9394.2750
  13   5  13503.2746
  14   1   6630.9958
  14   2   1026.4961
  14   3   2112.7122
  14   4   1562.0727
  14   5   1929.7148
  15   1   1897.4311
  15   2    361.5151
  15   3    592.8223
  15   4    378.8689
  15   5    564.2247
  16   1    699.6513
  16   2    129.7527
  16   3    219.2134
  16   4    143.2613
  16   5    207.4240
  17   1  40955.2090
  17   2   6958.5839
  17   3  13297.0840
  17   4   8354.3325
  17   5  12345.2085
  18   1   3719.8077
  18   2    615.9410
  18   3   1183.6634
  18   4    844.0877
  18   5   1076.1157
  19   1   3049.9788
  19   2    595.8737
  19   3    946.9911
  19   4    589.1094
  19   5    918.0047
  20   1  40285.3801
  20   2   6938.5166
  20   3  13060.4117
  20   4   8099.3542
  20   5  12187.0975
  21   1   2762.7715
  21   2    466.3684
  21   3    875.6996
  21   4    610.0992
  21   5    810.6042
  22   1   1510.6843
  22   2    286.5745
  22   3    471.5910
  22   4    303.4384
  22   5    449.0804
  23   1   4116.2404
  23   2    666.0634
  23   3   1311.2973
  23   4    936.4775
  23   5   1202.4023
  24   1   5118.7137
